order_id,customer,product,region,price,quantity,order_date,revenue
2281,C1785,Phone,Asia,896,4,8/21/2024,3584
2282,C1895,Tablet,Asia,249,2,9/15/2024,498
2283,C732,Tablet,America,211,5,2/17/2023,1055
2284,C73,Tablet,Europe,1433,2,2/25/2023,2866
2285,C736,Laptop,Asia,118,4,10/2/2024,472
2286,C1785,Headphone,Africa,126,2,8/7/2023,252
2287,C247,Camera,Europe,1876,3,11/20/2024,5628
2288,C420,Headphone,America,432,2,5/3/2024,864
2289,C1235,Camera,America,183,1,4/26/2023,183
2290,C1058,Laptop,Asia,1970,1,11/3/2024,1970
2291,C1213,Tablet,Europe,1139,2,2/22/2023,2278
2292,C1720,Headphone,America,765,5,5/27/2024,3825
2293,C1393,Camera,Asia,221,3,7/22/2024,663
2294,C1356,Phone,Europe,962,2,8/13/2024,1924
2295,C910,Laptop,America,811,1,9/26/2024,811
2296,C842,Camera,Africa,1709,1,11/1/2023,1709
2297,C487,Headphone,Europe,1265,2,9/16/2023,2530
2298,C528,Camera,Africa,1641,5,4/17/2024,8205
2299,C610,Tablet,Asia,138,4,9/8/2023,552
2300,C586,Headphone,America,475,5,2/16/2023,2375
2301,C243,Camera,Asia,1722,3,10/16/2024,5166
2302,C194,Camera,Africa,789,4,5/12/2024,3156
2303,C1173,Headphone,Europe,1573,4,5/4/2024,6292
2304,C136,Phone,Asia,1600,5,4/9/2024,8000
2305,C289,Tablet,America,1477,4,8/4/2023,5908
2306,C1889,Camera,Asia,877,4,8/30/2024,3508
2307,C1231,Headphone,Asia,277,5,8/18/2024,1385
2308,C1880,Camera,Asia,129,4,7/11/2024,516
2309,C914,Phone,Asia,1099,5,7/21/2023,5495
2310,C376,Phone,Africa,1003,5,8/15/2024,5015
2311,C528,Phone,Africa,1353,5,5/3/2023,6765
2312,C772,Camera,America,1202,5,1/24/2023,6010
2313,C167,Camera,Asia,1047,4,8/6/2024,4188
2314,C1122,Phone,Africa,1257,1,7/4/2023,1257
2315,C958,Phone,Africa,485,1,2/17/2024,485
2316,C860,Tablet,America,1104,2,10/5/2024,2208
2317,C420,Tablet,America,361,4,2/15/2023,1444
2318,C1521,Phone,America,1942,5,8/11/2024,9710
2319,C211,Headphone,Africa,1448,1,2/19/2024,1448
2320,C663,Phone,Asia,611,1,10/5/2024,611
2321,C456,Headphone,Europe,1698,2,7/12/2023,3396
2322,C147,Phone,America,1493,2,7/6/2023,2986
2323,C1351,Headphone,Asia,758,2,8/6/2023,1516
2324,C1740,Headphone,Asia,1558,1,1/25/2024,1558
2325,C1474,Camera,America,1546,4,12/15/2024,6184
2326,C914,Phone,Asia,524,3,2/14/2024,1572
2327,C1337,Laptop,Europe,795,4,1/21/2023,3180
2328,C1712,Laptop,Asia,1047,3,8/30/2024,3141
2329,C890,Headphone,Africa,1133,2,10/30/2024,2266
2330,C1047,Camera,Europe,1383,2,11/4/2024,2766
2331,C369,Phone,America,1972,4,9/12/2023,7888
2332,C651,Phone,Africa,1513,4,2/19/2023,6052
2333,C1410,Laptop,Africa,1781,4,9/14/2024,7124
2334,C558,Tablet,America,1195,3,3/9/2023,3585
2335,C89,Laptop,Asia,1462,2,6/9/2024,2924
2336,C1113,Tablet,Asia,1353,3,1/3/2023,4059
2337,C1809,Phone,Europe,1109,2,8/10/2023,2218
2338,C1302,Laptop,Africa,1260,5,3/26/2023,6300
2339,C1229,Laptop,America,1778,4,8/19/2023,7112
2340,C342,Headphone,Africa,176,1,6/3/2024,176
2341,C793,Headphone,Europe,830,1,12/6/2024,830
2342,C1463,Laptop,America,1885,4,1/2/2023,7540
2343,C457,Laptop,Africa,797,2,10/29/2024,1594
2344,C1852,Phone,America,1536,3,3/5/2024,4608
2345,C1443,Phone,Asia,1203,5,4/1/2024,6015
2346,C1752,Headphone,America,1643,1,5/20/2023,1643
2347,C1146,Headphone,Europe,932,2,9/8/2024,1864
2348,C1126,Phone,Africa,517,1,6/9/2023,517
2349,C1450,Camera,Africa,748,4,6/30/2024,2992
2350,C460,Laptop,America,1383,3,9/26/2024,4149
2351,C783,Phone,Europe,592,3,1/20/2023,1776
2352,C1769,Phone,Asia,227,5,6/1/2023,1135
2353,C1017,Laptop,Europe,584,2,5/20/2023,1168
2354,C143,Phone,Europe,1522,5,10/18/2023,7610
2355,C548,Tablet,Europe,1482,2,10/4/2024,2964
2356,C25,Headphone,Europe,1369,1,12/16/2023,1369
2357,C937,Tablet,America,121,5,7/2/2024,605
2358,C1029,Laptop,Africa,1507,1,10/16/2023,1507
2359,C974,Laptop,Europe,129,4,3/3/2023,516
2360,C1617,Laptop,Europe,723,1,11/6/2023,723
2361,C386,Laptop,Asia,942,4,3/29/2024,3768
2362,C51,Headphone,Asia,1977,1,8/29/2024,1977
2363,C1893,Phone,Africa,1132,4,10/21/2023,4528
2364,C1280,Camera,America,169,3,4/12/2023,507
2365,C1624,Laptop,Asia,883,3,11/23/2023,2649
2366,C1099,Headphone,America,493,5,11/7/2024,2465
2367,C417,Laptop,Africa,245,4,9/5/2023,980
2368,C1671,Laptop,Asia,544,4,10/13/2024,2176
2369,C271,Tablet,Asia,1365,1,1/26/2024,1365
2370,C1754,Headphone,America,267,4,6/2/2023,1068
2371,C997,Phone,Asia,1926,1,11/14/2024,1926
2372,C1367,Camera,America,782,4,4/15/2024,3128
2373,C779,Laptop,Africa,199,2,5/28/2024,398
2374,C1584,Phone,Asia,260,1,2/26/2024,260
2375,C281,Camera,Africa,179,1,2/12/2023,179
2376,C1162,Camera,Africa,1442,3,12/13/2023,4326
2377,C1506,Headphone,Africa,204,5,10/8/2024,1020
2378,C1820,Laptop,Asia,113,2,8/4/2023,226
2379,C646,Phone,America,249,4,4/26/2023,996
2380,C1548,Phone,Africa,1744,3,2/4/2023,5232
2381,C147,Tablet,Africa,1825,3,5/7/2024,5475
2382,C1260,Laptop,Africa,967,1,7/17/2023,967
2383,C1955,Laptop,Africa,1257,1,11/20/2023,1257
2384,C264,Tablet,America,1467,2,12/30/2023,2934
2385,C1079,Phone,America,176,3,8/8/2024,528
2386,C860,Tablet,Asia,807,5,10/13/2024,4035
2387,C621,Headphone,Europe,1340,5,5/4/2023,6700
2388,C816,Camera,America,1849,3,11/21/2023,5547
2389,C386,Tablet,Asia,1113,5,10/9/2024,5565
2390,C766,Headphone,Europe,609,1,8/10/2023,609
2391,C1869,Camera,America,1649,5,9/10/2023,8245
2392,C1773,Laptop,Africa,639,2,12/16/2024,1278
2393,C181,Headphone,Africa,305,2,8/6/2023,610
2394,C358,Headphone,Asia,822,1,8/3/2023,822
2395,C851,Tablet,Europe,500,1,7/22/2023,500
2396,C1055,Headphone,Europe,624,4,3/6/2024,2496
2397,C1739,Headphone,Africa,964,2,6/7/2024,1928
2398,C1132,Camera,Africa,772,1,10/27/2024,772
2399,C203,Headphone,Asia,1308,4,12/5/2024,5232
2400,C1693,Tablet,America,929,2,8/30/2023,1858
2401,C1569,Tablet,Europe,1514,1,7/31/2024,1514
2402,C1691,Tablet,Asia,722,4,7/26/2024,2888
2403,C153,Camera,Africa,1750,3,9/13/2024,5250
2404,C840,Phone,Europe,523,3,4/30/2023,1569
2405,C512,Phone,Europe,325,4,11/17/2024,1300
2406,C993,Phone,Africa,1640,5,2/17/2023,8200
2407,C1884,Phone,Europe,955,4,1/10/2024,3820
2408,C568,Headphone,America,881,1,3/11/2024,881
2409,C296,Laptop,Europe,140,3,3/21/2023,420
2410,C1087,Phone,Asia,636,5,3/11/2024,3180
2411,C1531,Headphone,Asia,1437,2,3/28/2023,2874
2412,C1900,Phone,Europe,1679,1,11/2/2023,1679
2413,C72,Headphone,Europe,1738,4,4/30/2024,6952
2414,C464,Tablet,Asia,188,2,8/3/2023,376
2415,C1290,Phone,Europe,297,3,6/6/2024,891
2416,C1551,Tablet,Asia,1278,2,11/4/2023,2556
2417,C810,Laptop,Asia,422,3,5/24/2024,1266
2418,C664,Headphone,America,398,1,1/17/2023,398
2419,C616,Tablet,Europe,1682,4,10/16/2023,6728
2420,C1372,Laptop,Europe,1542,2,11/25/2023,3084
2421,C40,Phone,Asia,976,2,12/7/2023,1952
2422,C898,Tablet,Europe,998,5,2/16/2024,4990
2423,C878,Tablet,Asia,723,5,8/24/2024,3615
2424,C1682,Camera,Europe,519,4,3/18/2023,2076
2425,C1099,Laptop,Asia,1589,3,1/22/2023,4767
2426,C642,Laptop,Europe,488,3,12/17/2024,1464
2427,C640,Tablet,Africa,1408,2,11/4/2024,2816
2428,C956,Camera,Europe,1800,3,3/17/2024,5400
2429,C147,Tablet,Asia,1334,1,2/23/2023,1334
2430,C752,Tablet,Africa,996,2,2/7/2024,1992
2431,C1730,Laptop,Asia,392,2,8/12/2024,784
2432,C1657,Headphone,Europe,1835,2,2/13/2024,3670
2433,C297,Headphone,America,843,2,3/6/2024,1686
2434,C1751,Tablet,Europe,1720,1,2/4/2023,1720
2435,C1797,Headphone,Africa,1368,4,3/22/2024,5472
2436,C122,Camera,Africa,347,5,4/2/2024,1735
2437,C1286,Headphone,Asia,1695,5,4/11/2023,8475
2438,C626,Tablet,Asia,611,2,10/27/2024,1222
2439,C1233,Laptop,Africa,1041,1,7/13/2024,1041
2440,C283,Headphone,America,307,4,5/14/2023,1228
2441,C140,Headphone,Europe,550,1,2/17/2023,550
2442,C975,Laptop,Africa,562,5,8/26/2023,2810
2443,C610,Tablet,Asia,788,2,1/25/2024,1576
2444,C1934,Headphone,Asia,243,2,10/14/2024,486
2445,C1154,Camera,America,1541,1,10/12/2023,1541
2446,C1360,Phone,America,1441,2,11/4/2024,2882
2447,C655,Camera,America,1380,1,10/29/2024,1380
2448,C1597,Camera,Asia,919,2,8/14/2023,1838
2449,C1482,Phone,Africa,1484,1,11/13/2023,1484
2450,C1403,Phone,America,169,3,12/29/2023,507
2451,C1653,Laptop,America,877,2,12/29/2024,1754
2452,C152,Tablet,Asia,1249,1,10/19/2023,1249
2453,C987,Phone,America,1602,3,3/15/2024,4806
2454,C1923,Phone,Asia,1655,5,1/28/2023,8275
2455,C802,Laptop,Africa,1191,2,10/14/2024,2382
2456,C811,Tablet,Africa,1429,3,3/12/2024,4287
2457,C1192,Camera,Europe,1016,4,2/18/2024,4064
2458,C571,Laptop,Europe,1505,1,6/6/2023,1505
2459,C30,Camera,Europe,1067,1,6/9/2024,1067
2460,C1168,Laptop,Europe,297,3,2/1/2023,891
2461,C1929,Headphone,Europe,1497,1,11/19/2024,1497
2462,C1849,Camera,Africa,340,5,1/29/2024,1700
2463,C64,Headphone,Africa,478,3,4/6/2023,1434
2464,C1711,Phone,America,1370,3,1/24/2024,4110
2465,C1741,Phone,Europe,787,4,4/3/2024,3148
2466,C1975,Camera,Asia,1164,5,1/24/2023,5820
2467,C1883,Headphone,Asia,1833,5,4/5/2023,9165
2468,C722,Laptop,America,1959,2,11/15/2023,3918
2469,C623,Headphone,Europe,824,4,9/4/2023,3296
2470,C300,Phone,Asia,373,3,2/29/2024,1119
2471,C117,Tablet,Asia,1952,2,3/6/2023,3904
2472,C969,Phone,America,1029,3,4/26/2023,3087
2473,C1277,Phone,Europe,454,4,11/21/2024,1816
2474,C1251,Camera,Africa,805,2,5/12/2023,1610
2475,C493,Phone,Africa,1934,3,1/2/2024,5802
2476,C1850,Camera,Europe,1579,3,10/12/2024,4737
2477,C1993,Camera,Asia,1879,3,11/13/2023,5637
2478,C1278,Camera,Asia,805,3,10/23/2023,2415
2479,C432,Camera,Africa,1477,4,3/9/2023,5908
2480,C965,Phone,America,1720,5,2/27/2024,8600
2481,C40,Camera,Europe,1356,4,8/2/2024,5424
2482,C1244,Tablet,Europe,823,3,2/1/2023,2469
2483,C318,Camera,Africa,1971,3,12/15/2023,5913
2484,C210,Tablet,America,1338,3,8/26/2023,4014
2485,C902,Tablet,Africa,1878,1,8/1/2023,1878
2486,C104,Laptop,Africa,1324,2,2/25/2024,2648
2487,C1515,Laptop,Europe,758,4,2/16/2023,3032
2488,C491,Camera,America,1604,5,11/5/2024,8020
2489,C1814,Tablet,Africa,1077,2,1/12/2024,2154
2490,C252,Phone,Africa,544,5,2/21/2023,2720
2491,C1370,Headphone,Africa,1764,4,3/29/2023,7056
2492,C678,Tablet,Asia,416,1,11/8/2023,416
2493,C1828,Phone,Africa,1516,2,12/26/2024,3032
2494,C1551,Phone,Africa,1774,3,7/9/2023,5322
2495,C689,Headphone,Africa,513,4,12/19/2023,2052
2496,C155,Camera,Asia,949,3,12/7/2023,2847
2497,C72,Phone,Africa,775,3,6/5/2023,2325
2498,C1337,Tablet,Africa,1705,3,11/29/2023,5115
2499,C1110,Tablet,Asia,1816,1,2/4/2023,1816
2500,C1387,Laptop,America,986,3,4/11/2024,2958
2501,C1522,Tablet,Africa,768,5,8/1/2024,3840
2502,C985,Laptop,America,1242,5,2/19/2024,6210
2503,C1166,Headphone,Africa,639,3,1/26/2024,1917
2504,C748,Headphone,Asia,405,4,2/7/2023,1620
2505,C1608,Laptop,Asia,610,4,4/25/2023,2440
2506,C259,Tablet,Europe,1992,3,11/11/2024,5976
2507,C1600,Camera,Africa,900,5,5/13/2024,4500
2508,C1194,Headphone,Asia,871,2,4/14/2024,1742
2509,C1043,Laptop,Africa,1554,4,11/16/2023,6216
2510,C159,Phone,Europe,240,5,1/20/2023,1200
2511,C1708,Headphone,Europe,1951,5,11/29/2024,9755
2512,C494,Tablet,Europe,1854,1,6/29/2024,1854
2513,C121,Camera,Asia,997,4,7/22/2023,3988
2514,C621,Phone,Asia,429,1,5/25/2024,429
2515,C966,Tablet,Asia,1071,4,8/25/2023,4284
2516,C1015,Camera,Asia,1878,4,2/5/2024,7512
2517,C154,Phone,Europe,111,5,12/21/2023,555
2518,C669,Headphone,Europe,1189,3,12/11/2024,3567
2519,C295,Camera,America,1928,3,6/27/2023,5784
2520,C1941,Camera,America,962,5,11/28/2023,4810
2521,C697,Phone,Europe,1809,1,6/13/2023,1809
2522,C1787,Laptop,Europe,260,3,2/6/2023,780
2523,C373,Phone,Europe,358,3,9/15/2024,1074
2524,C1028,Headphone,Africa,1905,2,11/19/2024,3810
2525,C522,Headphone,Africa,493,1,9/13/2024,493
2526,C1744,Tablet,Asia,1969,2,10/17/2023,3938
2527,C1975,Camera,Africa,1331,3,5/18/2024,3993
2528,C720,Camera,Asia,168,4,5/12/2023,672
2529,C35,Tablet,Europe,847,4,11/11/2023,3388
2530,C115,Camera,Asia,1633,5,3/31/2023,8165
2531,C883,Headphone,America,1349,3,5/19/2023,4047
2532,C1959,Laptop,Europe,1339,3,1/1/2023,4017
2533,C542,Phone,Africa,1152,2,2/4/2024,2304
2534,C789,Headphone,Asia,1133,3,9/7/2024,3399
2535,C1499,Tablet,Africa,1279,2,2/14/2023,2558
2536,C1574,Phone,America,211,1,2/3/2024,211
2537,C1149,Headphone,Africa,587,5,4/3/2023,2935
2538,C1789,Tablet,Asia,376,3,10/16/2023,1128
2539,C751,Laptop,Europe,385,5,9/30/2024,1925
2540,C1410,Headphone,Asia,1855,3,8/8/2023,5565
2541,C1070,Laptop,Europe,284,2,10/5/2023,568
2542,C1572,Phone,America,1529,1,12/20/2024,1529
2543,C1974,Headphone,Asia,1199,2,9/20/2024,2398
2544,C266,Camera,America,1994,4,5/30/2024,7976
2545,C1829,Camera,Asia,1061,5,6/2/2023,5305
2546,C1708,Camera,Africa,851,2,5/30/2023,1702
2547,C708,Headphone,Asia,1260,4,7/12/2024,5040
2548,C867,Headphone,Africa,1526,3,1/15/2023,4578
2549,C647,Laptop,America,1029,3,6/28/2024,3087
2550,C523,Laptop,Asia,1883,4,5/29/2023,7532
2551,C630,Camera,America,1384,2,9/28/2024,2768
2552,C239,Tablet,Asia,1943,3,9/3/2024,5829
2553,C898,Headphone,Asia,387,5,1/30/2023,1935
2554,C873,Tablet,America,147,2,3/29/2024,294
2555,C1805,Tablet,Europe,502,3,9/24/2024,1506
2556,C1952,Tablet,Asia,342,5,6/7/2023,1710
2557,C1931,Camera,Asia,1492,1,8/23/2023,1492
2558,C855,Laptop,Europe,1833,2,3/19/2023,3666
2559,C296,Phone,America,449,2,9/28/2023,898
2560,C1448,Camera,Africa,557,5,2/7/2023,2785
2561,C1403,Headphone,Asia,1874,5,8/11/2024,9370
2562,C1030,Laptop,Africa,113,5,7/23/2023,565
2563,C1541,Headphone,Africa,918,1,1/1/2023,918
2564,C1949,Laptop,Asia,1564,2,9/6/2024,3128
2565,C489,Headphone,Europe,673,4,7/26/2024,2692
2566,C1513,Camera,Europe,1453,2,10/28/2024,2906
2567,C1381,Tablet,Europe,831,4,2/17/2023,3324
2568,C176,Tablet,America,275,5,7/7/2024,1375
2569,C1212,Tablet,America,1873,2,8/3/2024,3746
2570,C705,Phone,Asia,1598,3,8/21/2023,4794
2571,C1290,Laptop,America,357,4,4/16/2023,1428
2572,C642,Tablet,America,938,5,10/20/2024,4690
2573,C1379,Phone,America,526,3,11/21/2023,1578
2574,C365,Phone,Asia,1730,3,5/21/2024,5190
2575,C959,Laptop,America,978,3,7/15/2023,2934
2576,C743,Camera,Europe,1235,3,8/6/2024,3705
2577,C1485,Laptop,Asia,848,2,6/22/2024,1696
2578,C886,Phone,Africa,1053,5,11/22/2024,5265
2579,C1244,Phone,Africa,924,1,10/30/2023,924
2580,C1423,Phone,America,1473,1,10/5/2024,1473
2581,C710,Camera,America,410,5,3/22/2024,2050
2582,C61,Headphone,Europe,1025,2,9/2/2024,2050
2583,C783,Laptop,Asia,1301,1,9/30/2024,1301
2584,C1506,Phone,Asia,703,2,1/2/2023,1406
2585,C945,Laptop,Africa,1131,4,5/30/2024,4524
2586,C1443,Laptop,Africa,906,2,7/18/2023,1812
2587,C697,Laptop,Asia,243,4,11/1/2024,972
2588,C1842,Phone,Asia,567,3,9/11/2024,1701
2589,C586,Laptop,America,233,3,1/27/2023,699
2590,C716,Camera,Europe,1701,3,10/11/2024,5103
2591,C1160,Camera,Africa,1552,3,2/19/2023,4656
2592,C136,Phone,America,1943,3,1/28/2023,5829
2593,C617,Phone,America,637,2,5/30/2024,1274
2594,C1156,Tablet,America,166,1,11/15/2024,166
2595,C1140,Phone,America,1110,2,6/24/2024,2220
2596,C783,Camera,America,1463,1,2/18/2023,1463
2597,C1873,Phone,Europe,184,5,7/5/2023,920
2598,C731,Phone,Africa,1124,2,12/21/2023,2248
2599,C674,Headphone,America,970,2,1/30/2024,1940
2600,C1179,Tablet,Africa,327,5,3/31/2023,1635
2601,C455,Headphone,Africa,1846,1,7/18/2023,1846
2602,C475,Camera,Europe,606,1,1/4/2024,606
2603,C525,Camera,Europe,159,5,12/12/2024,795
2604,C1416,Phone,Europe,1839,5,6/16/2023,9195
2605,C1561,Camera,Europe,1310,3,12/25/2024,3930
2606,C1984,Tablet,America,1649,3,1/22/2024,4947
2607,C693,Tablet,Africa,123,4,10/2/2023,492
2608,C1920,Phone,Asia,581,2,6/12/2023,1162
2609,C181,Headphone,Asia,1169,2,10/28/2023,2338
2610,C118,Camera,Asia,1077,2,9/22/2024,2154
2611,C1306,Headphone,Asia,492,3,4/21/2024,1476
2612,C1489,Phone,Africa,857,5,1/20/2024,4285
2613,C396,Headphone,America,1690,1,2/18/2024,1690
2614,C1837,Camera,Europe,1917,5,1/15/2023,9585
2615,C1424,Laptop,America,1929,1,7/6/2024,1929
2616,C138,Phone,Europe,1228,4,3/8/2024,4912
2617,C1797,Phone,Europe,1635,3,6/9/2024,4905
2618,C431,Headphone,Europe,1574,5,11/7/2024,7870
2619,C262,Laptop,Europe,1142,1,6/12/2023,1142
2620,C1685,Tablet,Asia,1167,3,1/20/2024,3501
2621,C1105,Laptop,Africa,1647,3,2/26/2023,4941
2622,C282,Tablet,Europe,738,5,6/23/2024,3690
2623,C357,Tablet,America,1987,5,10/11/2023,9935
2624,C875,Phone,Asia,1933,1,4/20/2023,1933
2625,C351,Laptop,Africa,1236,5,9/14/2024,6180
2626,C1776,Headphone,Europe,1096,4,8/7/2024,4384
2627,C844,Tablet,Europe,1840,1,4/11/2024,1840
2628,C811,Phone,Asia,1793,4,6/16/2023,7172
2629,C280,Camera,Africa,474,3,3/5/2024,1422
2630,C712,Tablet,America,1629,4,10/16/2024,6516
2631,C577,Laptop,Asia,1947,5,8/6/2023,9735
2632,C1955,Phone,America,250,1,12/19/2024,250
2633,C318,Phone,Asia,862,2,10/16/2024,1724
2634,C74,Tablet,Europe,389,5,8/10/2023,1945
2635,C156,Headphone,America,1602,2,1/31/2024,3204
2636,C1076,Tablet,Europe,1209,1,4/12/2024,1209
2637,C151,Headphone,Europe,395,2,3/7/2024,790
2638,C271,Phone,Asia,1434,3,6/19/2023,4302
2639,C167,Phone,Africa,1185,2,11/3/2024,2370
2640,C733,Camera,America,1665,2,5/21/2023,3330
2641,C823,Tablet,America,553,3,11/28/2023,1659
2642,C598,Headphone,Asia,860,2,3/28/2024,1720
2643,C1913,Phone,Europe,696,3,3/14/2024,2088
2644,C1936,Camera,Europe,806,5,9/26/2023,4030
2645,C1887,Phone,Europe,197,3,4/9/2023,591
2646,C716,Laptop,Europe,1297,2,4/17/2023,2594
2647,C1812,Headphone,Asia,327,2,9/2/2023,654
2648,C1609,Phone,Africa,270,1,2/8/2024,270
2649,C1692,Camera,Africa,1801,4,1/22/2024,7204
2650,C1795,Phone,Africa,731,2,3/26/2024,1462
2651,C1907,Tablet,America,290,2,9/21/2023,580
2652,C1325,Headphone,Europe,1538,2,3/27/2024,3076
2653,C1853,Headphone,America,280,1,6/13/2023,280
2654,C1465,Tablet,Africa,139,1,8/26/2024,139
2655,C572,Headphone,Asia,472,4,12/16/2024,1888
2656,C1777,Headphone,Europe,1247,1,8/22/2024,1247
2657,C251,Camera,Asia,1470,5,10/10/2024,7350
2658,C1988,Headphone,Europe,402,1,9/19/2024,402
2659,C1738,Phone,Africa,956,3,7/13/2023,2868
2660,C970,Tablet,Africa,293,2,12/30/2023,586
2661,C1797,Laptop,Asia,1196,2,1/19/2023,2392
2662,C971,Tablet,Africa,1664,5,12/3/2023,8320
2663,C1001,Tablet,Africa,254,2,8/21/2024,508
2664,C524,Laptop,America,986,5,7/13/2023,4930
2665,C1157,Phone,Africa,1787,2,6/23/2024,3574
2666,C1880,Phone,Europe,1047,3,2/2/2023,3141
2667,C1086,Phone,Europe,1999,2,4/23/2024,3998
2668,C1604,Tablet,Europe,592,5,6/13/2024,2960
2669,C636,Tablet,Asia,1428,4,10/28/2024,5712
2670,C1378,Phone,Africa,562,4,5/29/2023,2248
2671,C608,Tablet,Africa,1400,3,8/20/2023,4200
2672,C193,Camera,America,1353,3,3/9/2023,4059
2673,C1619,Laptop,America,523,1,3/27/2023,523
2674,C1008,Phone,Europe,1682,1,5/28/2023,1682
2675,C907,Phone,Africa,220,5,6/10/2023,1100
2676,C1575,Phone,Asia,1119,4,11/15/2023,4476
2677,C1053,Phone,Europe,115,3,6/2/2023,345
2678,C475,Phone,America,627,3,8/25/2023,1881
2679,C472,Laptop,Europe,378,1,2/2/2023,378
2680,C5,Tablet,Europe,1254,4,3/1/2024,5016
2681,C962,Headphone,Europe,1694,5,9/8/2023,8470
2682,C425,Tablet,Europe,419,4,6/27/2024,1676
2683,C1562,Camera,Africa,531,1,4/29/2023,531
2684,C1308,Phone,Europe,273,4,5/13/2023,1092
2685,C815,Phone,Europe,1110,3,2/29/2024,3330
2686,C1606,Tablet,Europe,518,4,7/17/2024,2072
2687,C1242,Tablet,America,1796,1,12/27/2023,1796
2688,C220,Laptop,America,1851,5,12/30/2024,9255
2689,C1862,Camera,America,108,1,7/23/2023,108
2690,C887,Laptop,Africa,812,3,2/13/2024,2436
2691,C1275,Tablet,Africa,485,3,7/19/2023,1455
2692,C1028,Tablet,America,1085,4,2/14/2024,4340
2693,C192,Phone,Africa,1058,2,6/3/2024,2116
2694,C1558,Phone,Europe,887,1,1/16/2023,887
2695,C1871,Tablet,Asia,1417,4,10/25/2023,5668
2696,C1798,Laptop,Asia,1128,1,2/19/2024,1128
2697,C891,Laptop,America,660,2,6/7/2023,1320
2698,C1081,Headphone,Africa,1132,3,7/9/2024,3396
2699,C579,Tablet,America,258,1,7/14/2023,258
2700,C725,Phone,Europe,521,3,7/20/2024,1563
2701,C1405,Headphone,America,615,2,5/2/2024,1230
2702,C1610,Laptop,Africa,1104,2,8/23/2024,2208
2703,C613,Headphone,Europe,1960,1,7/27/2024,1960
2704,C217,Headphone,Europe,1372,4,7/19/2023,5488
2705,C102,Camera,Europe,1211,2,6/17/2024,2422
2706,C1116,Laptop,Europe,1047,2,5/14/2024,2094
2707,C1857,Laptop,Asia,722,1,10/8/2024,722
2708,C1187,Laptop,Asia,1405,2,2/8/2024,2810
2709,C1832,Headphone,Asia,115,5,9/18/2023,575
2710,C2,Laptop,Europe,1876,3,3/30/2023,5628
2711,C1710,Headphone,America,1815,2,1/10/2024,3630
2712,C275,Laptop,Africa,1102,3,5/26/2024,3306
2713,C1882,Tablet,America,389,2,6/30/2024,778
2714,C289,Tablet,Europe,880,3,4/27/2024,2640
2715,C1111,Tablet,America,929,1,5/23/2024,929
2716,C899,Headphone,Asia,234,3,9/27/2024,702
2717,C1701,Tablet,Europe,1582,1,3/9/2024,1582
2718,C192,Laptop,Asia,722,4,2/9/2023,2888
2719,C728,Phone,Europe,1115,3,10/25/2023,3345
2720,C829,Laptop,Africa,1684,1,9/10/2023,1684
2721,C827,Headphone,Africa,996,5,10/23/2023,4980
2722,C1344,Phone,America,1641,2,8/23/2023,3282
2723,C224,Camera,Africa,1527,2,2/17/2023,3054
2724,C1805,Phone,Asia,434,2,12/12/2024,868
2725,C585,Camera,Europe,500,3,2/20/2024,1500
2726,C1792,Headphone,America,1504,4,11/9/2024,6016
2727,C785,Tablet,America,595,1,3/2/2023,595
2728,C974,Laptop,Europe,1304,4,4/16/2024,5216
2729,C497,Phone,Asia,1242,5,12/13/2023,6210
2730,C369,Laptop,Europe,1246,2,2/24/2023,2492
2731,C863,Laptop,America,1890,2,8/30/2023,3780
2732,C1277,Laptop,America,1307,3,1/9/2023,3921
2733,C949,Phone,Europe,1281,3,5/18/2023,3843
2734,C1544,Camera,Africa,1892,5,5/11/2023,9460
2735,C1701,Headphone,Europe,745,2,1/3/2023,1490
2736,C780,Phone,Asia,1617,5,7/19/2023,8085
2737,C340,Laptop,Asia,1571,3,7/11/2024,4713
2738,C1797,Camera,America,1349,2,8/2/2024,2698
2739,C1528,Tablet,America,459,5,5/11/2024,2295
2740,C569,Laptop,Asia,199,4,3/21/2024,796
2741,C1842,Camera,Africa,1587,4,3/13/2023,6348
2742,C1768,Laptop,Europe,1013,5,8/8/2024,5065
2743,C179,Laptop,Asia,138,3,2/17/2023,414
2744,C675,Tablet,Europe,481,4,9/15/2024,1924
2745,C133,Tablet,Europe,1731,4,10/20/2024,6924
2746,C456,Camera,America,593,5,12/2/2023,2965
2747,C108,Camera,Asia,1776,3,9/18/2023,5328
2748,C1061,Tablet,Africa,1668,3,9/5/2024,5004
2749,C1719,Camera,Asia,755,2,11/21/2023,1510
2750,C666,Camera,Asia,1916,5,5/23/2023,9580
2751,C828,Laptop,Africa,1871,4,1/1/2024,7484
2752,C1497,Camera,America,1421,3,4/26/2024,4263
2753,C367,Phone,Europe,415,5,3/11/2024,2075
2754,C184,Tablet,America,762,4,10/11/2024,3048
2755,C470,Phone,America,627,3,2/15/2024,1881
2756,C543,Camera,America,1875,2,5/27/2023,3750
2757,C1398,Laptop,Africa,1128,4,3/23/2023,4512
2758,C820,Laptop,Europe,1676,3,10/14/2023,5028
2759,C1929,Phone,America,483,5,9/15/2024,2415
2760,C777,Laptop,America,1901,2,8/22/2023,3802
2761,C1717,Tablet,Asia,431,5,8/1/2024,2155
2762,C785,Laptop,Africa,1846,1,11/19/2024,1846
